primary_stock,final_score,avg_sentiment_score,avg_event_score,sector_score,avg_technical_score,avg_risk_penalty,total_events,sector,total_post_count,last_date,confidence_score,position_size_percent,date,Date,ticker,Close,Volume,SMA_20,SMA_50,RSI,MACD,MACD_signal,MACD_histogram,BB_upper,BB_lower,atr,price_change,volume_change,price_change_lag1,price_change_lag3,signal
A,46.40787533182683,63.84533798180719,39.48733333333335,71.86758176734051,25.00000000000002,39.012428810308286,21,Technology,34.0,2025-07-13,0.817,10.0,2025-07-13,2025-07-17,A,95.76791383891155,3795513,,,29.746373877766533,-1.0722667339535508,0.23859106205873204,-1.3108577960122827,,,105.97831899442899,-1.87184735127236,-12.76224961610235,0.6369738838360783,-1.1336644250958594,buy
A,46.40787533182683,63.84533798180719,39.48733333333335,71.86758176734051,25.00000000000002,39.012428810308286,21,Technology,34.0,2025-07-13,0.817,10.0,2025-07-13,2025-07-18,A,92.93253006223645,4877640,102.91063464792072,,26.851630037574996,-1.6464174464673493,-0.13841063964648426,-1.5080068068208652,112.41049427965449,93.41077501618695,105.17196092782918,-2.960682407099746,28.51069144012943,-1.87184735127236,-2.0567290969016327,buy
A,46.40787533182683,63.84533798180719,39.48733333333335,71.86758176734051,25.00000000000002,39.012428810308286,21,Technology,34.0,2025-07-13,0.817,10.0,2025-07-13,2025-07-19,A,95.85305122607504,2465689,102.65415461262356,,26.182115378740068,-1.8447576019088916,-0.47968003209896576,-1.3650775698099258,112.63784191890826,92.67046730633885,104.41841449153435,3.1426252592958948,-49.44913933787652,-2.960682407099746,0.6369738838360783,buy
A,46.40787533182683,63.84533798180719,39.48733333333335,71.86758176734051,25.00000000000002,39.012428810308286,21,Technology,34.0,2025-07-13,0.817,10.0,2025-07-13,2025-07-20,A,95.39072225109744,1068148,102.38892337739487,,20.914165957256973,-2.01625599116873,-0.7869952239129187,-1.2292607672558113,112.86159586757913,91.91625088721062,103.54112660070476,-0.482330994229041,-56.67953257689838,3.1426252592958948,-1.87184735127236,buy
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-06-29,AAPL,100.97720576889219,2954354,,,,-0.03244507426053418,-0.03244507426053418,0.0,,,,,,-0.482330994229041,-2.960682407099746,hold
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-06-30,AAPL,100.68445462941955,3688875,,,,-0.05579844151190856,-0.03711574771080906,-0.0186826938010995,,,,-0.2899180436252813,24.86232184768651,,3.1426252592958948,hold
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-01,AAPL,101.96360916849068,3416182,,,,0.028211713954947856,-0.02405025537765768,0.05226196933260553,,,,1.2704588248297233,-7.392307952966693,-0.2899180436252813,-0.482330994229041,hold
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-02,AAPL,104.99344634417646,4474675,,,,0.33503680375473494,0.04776715644882085,0.2872696473059141,,,,2.971488750147233,30.984678216792894,1.2704588248297233,,hold
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-03,AAPL,104.50891705759953,3652991,,,,0.5325870948052391,0.14473114412010452,0.3878559506851346,,,,-0.4614852673647918,-18.362987256057707,2.971488750147233,-0.2899180436252813,hold
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-04,AAPL,104.02442060657089,3370690,,,,0.6422745612833745,0.24423982755275853,0.39803473373061593,,,,-0.46359340874388977,-7.727941295229035,-0.4614852673647918,1.2704588248297233,hold
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-05,AAPL,107.16662370045542,3428388,,,,0.971182998229454,0.3896284616880976,0.5815545365413564,,,,3.0206398416469993,1.7117563466233943,-0.46359340874388977,2.971488750147233,hold
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-06,AAPL,108.68527062163096,1528178,,,,1.3385830599477537,0.5794193813400289,0.7591636786077248,,,,1.4170894526082778,-55.425756944663206,3.0206398416469993,-0.4614852673647918,hold
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-07,AAPL,107.7300993126308,3663046,,,,1.534611857052314,0.7704578764824859,0.7641539805698281,,,,-0.87884154268284,139.70021816830237,1.4170894526082778,-0.46359340874388977,hold
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-08,AAPL,108.79899686267245,3586644,,,,1.7556056544302998,0.9674874320720488,0.788118222358251,,,,0.992199540204397,-2.0857504928957993,-0.87884154268284,3.0206398416469993,hold
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-09,AAPL,107.85593893991728,2305416,,,,1.8331426046497818,1.1406184665875956,0.6925241380621863,,,,-0.8667891708096453,-35.72219601387815,0.992199540204397,1.4170894526082778,hold
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-10,AAPL,106.90825689564649,3570406,,,,1.797032101388043,1.2719011935476852,0.5251309078403579,,,,-0.8786554116400724,54.87035745392588,-0.8667891708096453,-0.87884154268284,hold
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-11,AAPL,107.37595890164829,3446609,,,,1.7852012155432413,1.3745611979467964,0.41064001759644486,,,,0.437479779001837,-3.4673087598441232,-0.8786554116400724,0.992199540204397,hold
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-12,AAPL,103.5331758752024,3763139,,,55.84265158102272,1.4486712910218267,1.3893832165618025,0.059288074460024154,,,107.68999865455217,-3.5788113705840896,9.183809361607299,0.437479779001837,-0.8667891708096453,buy
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-13,AAPL,100.06711767304608,4416664,,,46.84284794766773,0.8916347543697065,1.2898335241233834,-0.39819876975367685,,,107.56680934416768,-3.3477754090478817,17.36648579815947,-3.5788113705840896,-0.8786554116400724,buy
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-14,AAPL,98.92632007743387,4385659,,,45.0580319546781,0.3536754963326865,1.102601918565244,-0.7489264222325576,,,107.43301095717348,-1.1400324323716293,-0.7020004238493138,-3.3477754090478817,0.437479779001837,buy
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-15,AAPL,96.88443529963476,4385357,,,38.127241481500626,-0.23508818463862496,0.8350638979244703,-1.0701520825630952,,,107.09531456597063,-2.064046025568156,-0.006886080290324781,-1.1400324323716293,-3.5788113705840896,buy
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-16,AAPL,97.49670742769504,4350769,,,31.167327344554653,-0.6452187266326752,0.5390073730130412,-1.1842260996457163,,,106.56427979219781,0.631961290961458,-0.7887157191535321,-2.064046025568156,-3.3477754090478817,buy
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-17,AAPL,95.66443673952236,3795513,,,29.23253253087913,-1.1057269423241514,0.2100605099456027,-1.3157874522697541,,,105.90869409060512,-1.8793154523003008,-12.76224961610235,0.631961290961458,-1.1400324323716293,buy
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-18,AAPL,92.8236067997215,4877640,102.85344993510034,,26.35464229491112,-1.6809117575871944,-0.16813394356095673,-1.5127778140262376,112.38592928884408,93.3209705813566,105.09676242583612,-2.969577866784434,28.51069144012943,-1.8793154523003008,-2.064046025568156,buy
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-19,AAPL,95.73868180043435,2465689,102.59152373667746,,25.68448397563198,-1.880227590761192,-0.5105526730010038,-1.3696749177601881,112.61624370137933,92.56680377197559,104.3375871719935,3.1404457348899184,-49.44913933787652,-2.969577866784434,0.631961290961458,buy
AAPL,44.5924876232443,55.9654281744405,26.663999999999994,71.86758176734051,25.0,0.0,3,Technology,5.0,2025-07-11,0.575,10.0,2025-07-11,2025-07-20,AAPL,95.270906662331,1068148,102.32084633832304,,20.42852782489989,-2.052644764333093,-0.8189710912674217,-1.2336736730656714,112.84240811903686,91.79928455760921,103.45465257789081,-0.48859575806403654,-56.67953257689838,3.1404457348899184,-1.8793154523003008,buy
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-06-29,ALLE,101.03781808877048,2954354,,,,0.08877956549602807,0.08877956549602807,0.0,,,,,,-0.48859575806403654,-2.969577866784434,hold
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-06-30,ALLE,100.80567926917612,3688875,,,,0.07026136906115944,0.08507592620905435,-0.01481455714789491,,,,-0.2297543870062646,24.86232184768651,,3.1404457348899184,hold
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-01,ALLE,102.14544612812553,3416182,,,,0.16283983292648208,0.10062870755253991,0.06221112537394216,,,,1.3290589068616798,-7.392307952966693,-0.2297543870062646,-0.48859575806403654,hold
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-02,ALLE,105.23589562368957,4474675,,,,0.4810604094764438,0.1767150479373207,0.30434536153912306,,,,3.0255382033258282,30.984678216792894,1.3290589068616798,,hold
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-03,ALLE,104.81197865699092,3652991,,,,0.6920913499543838,0.2797903083407334,0.41230104161365044,,,,-0.40282544676061294,-18.362987256057707,3.0255382033258282,-0.2297543870062646,hold
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-04,ALLE,104.38809452584059,3370690,,,,0.8167395146876851,0.38718014961012376,0.4295593650775614,,,,-0.40442336513609733,-7.727941295229035,-0.40282544676061294,1.3290589068616798,hold
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-05,ALLE,107.59090993960339,3428388,,,,1.161597740016023,0.5420636676913035,0.6195340723247194,,,,3.068180742555815,1.7117563466233943,-0.40442336513609733,3.0255382033258282,hold
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-06,ALLE,109.17016918065721,1528178,,,,1.5455407543086774,0.7427590850147783,0.8027816692938992,,,,1.4678370523498074,-55.425756944663206,3.068180742555815,-0.40282544676061294,hold
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-07,ALLE,108.27561019153534,3663046,,,,1.7583887100916396,0.9458850100301506,0.812503700061489,,,,-0.819417058557026,139.70021816830237,1.4678370523498074,-0.40442336513609733,hold
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-08,ALLE,109.40512006145526,3586644,,,,1.9962263956178272,1.1559532871476859,0.8402731084701414,,,,1.0431803320451127,-2.0857504928957993,-0.819417058557026,3.068180742555815,hold
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-09,ALLE,108.52267445857835,2305416,,,,2.0904346557849487,1.3428495608751385,0.7475850949098102,,,,-0.8065852881302349,-35.72219601387815,1.0431803320451127,1.4678370523498074,hold
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-10,ALLE,107.63560473418585,3570406,,,,2.0706702651918243,1.4884137017384758,0.5822565634533485,,,,-0.8174049605929046,54.87035745392588,-0.8065852881302349,-0.819417058557026,hold
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-11,ALLE,108.16391906006592,3446609,,,,2.0747444273364004,1.6056798468580606,0.46906458047833977,,,,0.49083602696782247,-3.4673087598441232,-0.8174049605929046,1.0431803320451127,hold
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-12,ALLE,104.38174835349837,3763139,,,62.047913399516744,1.7535927332010768,1.635262424126664,0.11833030907441278,,,108.15420520753673,-3.496702726227241,9.183809361607299,0.49083602696782247,-0.8065852881302349,strong_buy
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-13,ALLE,100.9763024712203,4416664,,,52.818239283415174,1.2113464276118744,1.5504792248237063,-0.33913279721183187,,,108.09274536946529,-3.2624917056813585,17.36648579815947,-3.496702726227241,-0.8174049605929046,buy
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-14,ALLE,99.89611719548637,4385659,,,50.95143715661525,0.6875481677655865,1.3778930134120824,-0.6903448456464959,,,108.02102151664043,-1.0697413643580345,-0.7020004238493138,-3.2624917056813585,0.49083602696782247,buy
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-15,ALLE,97.91484473756553,4385357,,,43.877383237051454,0.11229111737073318,1.1247726342038125,-1.0124815168330792,,,107.7457301334863,-1.9833327996559569,-0.006886080290324781,-1.0697413643580345,-3.496702726227241,buy
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-16,ALLE,98.5877291855041,4350769,,,37.03460038445479,-0.2849993969420813,0.8428182279746338,-1.1278176249167151,,,107.2768360546779,0.6872139252654286,-0.7887157191535321,-1.9833327996559569,-3.2624917056813585,buy
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-17,ALLE,96.81607081720969,3795513,,,34.9679207937004,-0.7333361772797508,0.5275873469237569,-1.2609235242035077,,,106.68357483593465,-1.7970374030634506,-12.76224961610235,0.6872139252654286,-1.0697413643580345,buy
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-18,ALLE,94.03585319728712,4877640,103.48987929382231,,31.89917923150934,-1.297012088902503,0.16266745975850488,-1.459679548661008,112.67828775983304,94.30147082781158,105.93367376174942,-2.8716488868585244,28.51069144012943,-1.7970374030634506,-1.9833327996559569,buy
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-19,ALLE,97.01154051787825,2465689,103.28856541527769,,31.236374163106465,-1.4854692515865768,-0.16695988251051147,-1.3185093690760654,112.87115117493249,93.70597965562288,105.2371436549334,3.164417846401757,-49.44913933787652,-2.8716488868585244,0.6872139252654286,buy
ALLE,64.79659424933801,89.16041471431137,100.0,49.13150169279265,25.0,31.938719749450684,4,Industrials,2.0,2025-07-13,0.769,10.0,2025-07-13,2025-07-20,ALLE,96.60437769965318,1068148,103.07850033680154,,25.852848926936066,-1.6476609421281385,-0.4631000944340369,-1.1845608476941016,113.06590668895807,93.09109398464501,104.41705326456541,-0.41970554848577146,-56.67953257689838,3.164417846401757,-1.7970374030634506,buy
AMD,0.0,37.90144145331222,-131.58104347826088,71.86758176734051,25.0,77.59029346963634,6,Technology,14.0,2025-07-11,0.578,0.0,2025-07-11,2025-06-29,AMD,100.84342830602246,2954354,,,,-0.3,-0.3,0.0,,,,,,-0.41970554848577146,-2.8716488868585244,hold
AMD,0.0,37.90144145331222,-131.58104347826088,71.86758176734051,25.0,77.59029346963634,6,Technology,14.0,2025-07-11,0.578,0.0,2025-07-11,2025-06-30,AMD,100.4168997036801,3688875,,,,-0.33402507369112583,-0.3068050147382252,-0.02722005895290064,,,,-0.4229612276250738,24.86232184768651,,3.164417846401757,hold
AMD,0.0,37.90144145331222,-131.58104347826088,71.86758176734051,25.0,77.59029346963634,6,Technology,14.0,2025-07-11,0.578,0.0,2025-07-11,2025-07-01,AMD,101.56227677988147,3416182,,,,-0.26892603333972714,-0.2992292184585256,0.03030318511879848,,,,1.1406218271837298,-7.392307952966693,-0.4229612276250738,-0.41970554848577146,hold
AMD,0.0,37.90144145331222,-131.58104347826088,71.86758176734051,25.0,77.59029346963634,6,Technology,14.0,2025-07-11,0.578,0.0,2025-07-11,2025-07-02,AMD,104.45833649269754,4474675,,,,0.012748075460405073,-0.2368337596747395,0.24958183513514456,,,,2.851511215224889,30.984678216792894,1.1406218271837298,,hold
AMD,0.0,37.90144145331222,-131.58104347826088,71.86758176734051,25.0,77.59029346963634,6,Technology,14.0,2025-07-11,0.578,0.0,2025-07-11,2025-07-03,AMD,103.84002974325087,3652991,,,,0.18054522256494182,-0.15335796322680323,0.33390318579174505,,,,-0.5919170936537932,-18.362987256057707,2.851511215224889,-0.4229612276250738,hold
AMD,0.0,37.90144145331222,-131.58104347826088,71.86758176734051,25.0,77.59029346963634,6,Technology,14.0,2025-07-11,0.578,0.0,2025-07-11,2025-07-04,AMD,103.22175582935249,3370690,,,,0.2572129290445105,-0.0712437847725405,0.328456713817051,,,,-0.595409993070195,-7.727941295229035,-0.5919170936537932,1.1406218271837298,hold
AMD,0.0,37.90144145331222,-131.58104347826088,71.86758176734051,25.0,77.59029346963634,6,Technology,14.0,2025-07-11,0.578,0.0,2025-07-11,2025-07-05,AMD,106.23018146036729,3428388,,,,0.5509185849821676,0.05318868917840114,0.4977298958037665,,,,2.9145266972481654,1.7117563466233943,-0.595409993070195,2.851511215224889,hold
AMD,0.0,37.90144145331222,-131.58104347826088,71.86758176734051,25.0,77.59029346963634,6,Technology,14.0,2025-07-11,0.578,0.0,2025-07-11,2025-07-06,AMD,107.61505091867309,1528178,,,,0.8818066928895376,0.21891228992062844,0.6628944029689092,,,,1.3036497154271354,-55.425756944663206,2.9145266972481654,-0.5919170936537932,hold
AMD,0.0,37.90144145331222,-131.58104347826088,71.86758176734051,25.0,77.59029346963634,6,Technology,14.0,2025-07-11,0.578,0.0,2025-07-11,2025-07-07,AMD,106.5261021468032,3663046,,,,1.0407139216377288,0.3832726162640485,0.6574413053736803,,,,-1.0118926326512012,139.70021816830237,1.3036497154271354,-0.595409993070195,hold
